PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS06421149,23/08/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,83,0,
LS0642115A,23/08/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2019,83,0,
LS14344021,23/08/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2019,83,0,
LS08640846,24/08/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2019,83,0,
LS08640846,24/08/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS08710420,24/08/2018,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2019,75,0,
LS08710420,24/08/2018,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/01/2019,75,0,
LS15309820,26/08/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2019,0,0,
LS06361976,28/08/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/02/2019,83,0,
LS06361976,28/08/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/01/2019,83,0,
LS11532138,30/08/2018,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/01/2019,83,0,
LS12444149,31/08/2018,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2019,0,83,
LS12444149,31/08/2018,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,0,83,
LS07542411,01/09/2018,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,0,0,
LS07542411,01/09/2018,COURTHOUSE STREET CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/03/2019,0,0,
LS07542488,03/09/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,83,0,
LS06731554,03/09/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2019,83,0,
LS07542488,03/09/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,83,0,
LS01746918,04/09/2018,MEADOW LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/02/2019,83,0,
LS07117278,04/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2019,0,83,
LS07117303,04/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/01/2019,83,0,
LS07117278,04/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/02/2019,0,83,
LS11750605,06/09/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,09/01/2019,75,0,
LS11750591,06/09/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,28/01/2019,25,0,
LS11750591,06/09/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,29/01/2019,25,0,
LS11750605,06/09/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,11/01/2019,75,0,
LS06421568,07/09/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/02/2019,83,0,
LS14927609,07/09/2018,INTERNATIONAL POOL CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/03/2019,83,0,
LS14626533,08/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,0,0,
LS08524266,09/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,0,
LS05750972,09/09/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS08524266,09/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/01/2019,0,0,
LS07117482,10/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,0,0,
LS07945112,12/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,75,0,
LS11532863,12/09/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/01/2019,83,0,
LS06640663,13/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/01/2019,83,0,
LS12230054,13/09/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,22/02/2019,83,0,
LS1412466A,14/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,50,0,
LS07039232,15/09/2018,JOHN CHARLES SC CP - MIDDLETON,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,15/02/2019,113,0,
LS09926094,15/09/2018,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,21/01/2019,83,0,
LS14221622,16/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,83,0,
LS14221622,16/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS07543152,17/09/2018,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,14/02/2019,83,0,
LS07543152,17/09/2018,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/03/2019,83,0,
LS14434984,17/09/2018,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,15/02/2019,83,0,
LS14434995,17/09/2018,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,03/01/2019,25,0,
LS14434995,17/09/2018,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,04/01/2019,25,0,
LS08314820,19/09/2018,BECKETT ST LOWER CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/03/2019,83,0,
LS15011909,19/09/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2019,0,0,
LS07117777,20/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS1492869A,20/09/2018,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,08/01/2019,0,83,
LS15012209,20/09/2018,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS07117766,20/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS09130969,20/09/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS09926458,20/09/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS0664119A,21/09/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,50,0,
LS0664119A,21/09/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/01/2019,50,0,
LS0664119A,21/09/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,50,0,
LS01747411,22/09/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,0,0,
LS08127153,22/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,75,
LS01747422,22/09/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS08127142,22/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS14125298,23/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS14221961,23/09/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS05752118,23/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,83,
LS05752129,23/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,75,
LS05752173,23/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS05752173,23/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,28/03/2019,83,0,
LS05752184,23/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,25,0,
LS05752184,23/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,25,0,
LS05752195,23/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS11632573,24/09/2018,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,08/01/2019,83,0,
LS07117981,24/09/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/01/2019,75,0,
LS07117981,24/09/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,75,0,
LS11632573,24/09/2018,FINK HILL CP - HORSFORTH                                    ,86 BEYOND THE BAY MARKINGS                        ,50,15/02/2019,83,0,
LS06641575,25/09/2018,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,50,0,
LS06641575,25/09/2018,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/01/2019,50,0,
LS06641531,25/09/2018,QUARRY HILL C CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS0115239A,26/09/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,0,0,
LS07632274,26/09/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2019,83,0,
LS07632274,26/09/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2019,83,0,
LS08712084,26/09/2018,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2019,83,0,
LS08712084,26/09/2018,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,28/03/2019,83,0,
LS09830235,26/09/2018,QUARRY HILL C CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,0,83,
LS15313169,27/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS15313191,27/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/01/2019,50,0,
LS15313191,27/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/01/2019,50,0,
LS15313205,27/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,0,
LS09131520,28/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,50,0,
LS09131520,28/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/03/2019,50,0,
LS09131520,28/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,50,0,
LS09131520,28/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/03/2019,50,0,
LS14346843,28/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS14346843,28/09/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/01/2019,83,0,
LS11632981,29/09/2018,SPRINGFIELD ROAD CP - GUISELEY                              ,86 BEYOND THE BAY MARKINGS                        ,50,08/02/2019,75,0,
LS1223086A,29/09/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,83,
LS0514222A,29/09/2018,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,10/01/2019,50,0,
LS0514222A,29/09/2018,CLUSTER OF NUTS CP - WETHERBY,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,15/01/2019,50,0,
LS07229952,29/09/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2019,0,0,
LS11533185,29/09/2018,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS11632981,29/09/2018,SPRINGFIELD ROAD CP - GUISELEY                              ,86 BEYOND THE BAY MARKINGS                        ,50,25/01/2019,75,0,
LS12445185,29/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/01/2019,0,0,
LS07819978,30/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS14125720,30/09/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/01/2019,0,0,
LS14222432,30/09/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,0,83,
LS06840232,01/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,83,
LS08315313,01/10/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,0,83,
LS08526079,01/10/2018,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,08/01/2019,83,0,
LS08526079,01/10/2018,JOHN CHARLES SC CP - MIDDLETON,86 BEYOND THE BAY MARKINGS                        ,50,04/02/2019,83,0,
LS08642987,01/10/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/02/2019,75,0,
LS06840276,01/10/2018,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,0,83,
LS08315313,01/10/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,0,83,
LS08642987,01/10/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/01/2019,75,0,
LS06363144,02/10/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,83,0,
LS06363144,02/10/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,83,0,
LS06363144,02/10/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/03/2019,83,0,
LS07118270,02/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS07118281,02/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,0,83,
LS07118281,02/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,0,83,
LS07118281,02/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,20/03/2019,0,83,
LS07118645,04/10/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,83,
LS11633102,04/10/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,83,0,
LS11633102,04/10/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,28/03/2019,83,0,
LS11753104,04/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/01/2019,25,0,
LS03547107,04/10/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2019,100,-25,
LS07118532,04/10/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS07760070,04/10/2018,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,08/01/2019,83,0,
LS07760070,04/10/2018,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,15/03/2019,83,0,
LS07947038,04/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS11753104,04/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2019,25,0,
LS06733742,05/10/2018,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,83,0,
LS09927020,05/10/2018,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,03/01/2019,35,0,
LS05142580,05/10/2018,BEECH HILL CP - OTLEY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/01/2019,50,0,
LS09927020,05/10/2018,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,02/01/2019,35,0,
LS05142638,06/10/2018,CLUSTER OF NUTS CP - WETHERBY,90 RE-PARKED WITHIN SPECIFIED TIME,50,14/03/2019,0,0,
LS06642330,06/10/2018,CASTLE ST CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,0,0,
LS1462803A,06/10/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,25,0,
LS05142638,06/10/2018,CLUSTER OF NUTS CP - WETHERBY,90 RE-PARKED WITHIN SPECIFIED TIME,50,05/02/2019,0,0,
LS05142638,06/10/2018,CLUSTER OF NUTS CP - WETHERBY,90 RE-PARKED WITHIN SPECIFIED TIME,50,15/03/2019,0,0,
LS14347664,06/10/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/01/2019,0,0,
LS06840913,07/10/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS06840913,07/10/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/02/2019,83,0,
LS06840924,07/10/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,0,83,
LS05753449,08/10/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,83,0,
LS14348179,08/10/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,50,0,
LS14528760,08/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS06642443,08/10/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,83,
LS08526760,08/10/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2019,100,-25,
LS14348179,08/10/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,50,0,
LS08526873,09/10/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,0,83,
LS1452883A,09/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS06734031,09/10/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS06734031,09/10/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/02/2019,83,0,
LS1452883A,09/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,83,0,
LS06841064,10/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2019,83,0,
LS06841122,10/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2019,0,0,
LS06841122,10/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/03/2019,0,0,
LS07543662,10/10/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS06841064,10/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2019,83,0,
LS06841122,10/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/02/2019,0,0,
LS07543709,10/10/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS07633007,10/10/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,83,0,
LS01153541,11/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS01153596,11/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS07118780,11/10/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/01/2019,50,0,
LS01748276,12/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2019,83,0,
LS01748276,12/10/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/03/2019,83,0,
LS06642829,12/10/2018,QUARRY HILL D CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2019,0,0,
LS06642807,12/10/2018,QUARRY HILL E CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,100,0,
LS09132421,12/10/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,08/01/2019,0,83,
LS15014328,12/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS08526997,13/10/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,10/01/2019,50,0,
LS08526997,13/10/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2019,50,0,
LS14828811,13/10/2018,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,15/01/2019,0.9,0,
LS08526997,13/10/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/02/2019,50,0,
LS08526997,13/10/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/03/2019,50,0,
LS07947639,14/10/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/01/2019,83,0,
LS14223184,14/10/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS05929352,15/10/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,0,0,
LS06364180,15/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,83,0,
LS06364180,15/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/03/2019,83,0,
LS08643902,15/10/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,25/01/2019,75,0,
LS08643902,15/10/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/02/2019,75,0,
LS05929352,15/10/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,0,0,
LS05929352,15/10/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,27/03/2019,0,0,
LS08643888,15/10/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/01/2019,0,83,
LS15314922,15/10/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,100,0,
LS05929443,16/10/2018,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,21/01/2019,83,0,
LS14528953,16/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2019,83,0,
LS05929443,16/10/2018,MORLEY LEISURE CENTRE CP - MORLEY,86 BEYOND THE BAY MARKINGS                        ,50,26/01/2019,83,0,
LS06364271,16/10/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,26/01/2019,0,0,
LS08442467,16/10/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2019,83,0,
LS08442478,16/10/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2019,0,83,
LS14528953,16/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/01/2019,83,0,
LS14528986,16/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/01/2019,83,0,
LS14528986,16/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/02/2019,83,0,
LS01748593,17/10/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,16/01/2019,75,0,
LS14529082,17/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2019,83,0,
LS14529093,17/10/2018,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2019,0,0,
LS01748593,17/10/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/02/2019,75,0,
LS04959405,17/10/2018,BARLEY HILL ROAD CP - GARFORTH                              ,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,21/01/2019,113,0,
LS14529049,17/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2019,0,83,
LS14529107,17/10/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2019,0,83,
LS15315120,17/10/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/01/2019,0,83,
